CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP109833;2025;1;1;S;32;692;1;2;36;2;3;1;3;1;1;55;510000;0;510000;200000
TQRMNOP109834;2025;1;42;S;10;1361;1;1;36;2;4;1;3;2;2;17;542000;0;542000;236300
TQRMNOP109835;2025;1;43;S;19;1972;9;2;57;2;4;3;;;;;0;0;0;95300
TQRMNOP109836;2025;1;43;S;20;1016;5;1;12;1;1;3;;;;;0;0;0;145400
TQRMNOP109837;2025;1;1;S;33;1047;6;2;70;2;3;1;3;1;2;23;605000;0;605000;85600
TQRMNOP109838;2025;1;1;S;33;982;1;2;47;2;2;3;;;;;0;0;0;211100
TQRMNOP109839;2025;1;43;N;38;1952;1;2;18;2;3;1;3;1;1;51;717000;0;717000;75700
TQRMNOP109840;2025;1;43;S;17;651;1;2;53;2;4;1;2;2;2;41;614000;0;614000;115700
TQRMNOP109841;2025;1;41;S;8;1096;3;2;10;1;1;3;;;;;0;70000;70000;174600
TQRMNOP109842;2025;1;1;S;33;1080;3;1;9;1;1;4;;;;;;;;178000
TQRMNOP109843;2025;1;43;N;38;728;1;2;41;2;3;1;3;1;1;47;673000;0;673000;92500
TQRMNOP109844;2025;1;1;S;33;630;3;2;56;2;3;3;;;;;0;0;0;217900
TQRMNOP109845;2025;1;1;S;32;1279;1;1;87;2;2;3;;;;;0;0;0;111500
TQRMNOP109846;2025;1;43;N;34;1041;3;2;1;1;1;4;;;;;;;;200800
TQRMNOP109847;2025;1;41;N;12;1065;3;1;22;2;4;3;;;;;0;0;0;207100
TQRMNOP109848;2025;1;1;S;33;1583;1;1;30;3;4;1;3;1;1;57;1702000;0;1702000;123400
TQRMNOP109849;2025;1;40;S;7;947;1;1;36;2;3;3;;;;;0;0;0;138200
TQRMNOP109850;2025;1;42;N;27;864;2;2;38;2;3;3;;;;;0;0;0;175300
TQRMNOP109851;2025;1;43;S;19;1735;1;2;39;2;6;1;2;1;1;39;1074000;0;1074000;68200
TQRMNOP109852;2025;1;42;N;25;1737;1;2;53;2;4;3;;;;;0;0;0;106800
TQRMNOP109853;2025;1;1;S;33;875;3;2;10;1;1;1;4;3;2;18;368000;0;368000;43000
TQRMNOP109854;2025;1;41;S;8;467;1;2;47;2;3;3;;;;;0;0;0;67300
TQRMNOP109855;2025;1;43;S;17;1035;3;1;31;3;6;1;3;1;1;39;1000000;0;1000000;39700
TQRMNOP109856;2025;1;44;S;13;1173;1;1;31;2;2;1;3;2;2;26;385000;0;385000;219900
TQRMNOP109857;2025;1;43;S;17;1476;1;2;71;2;6;3;;;;;0;0;0;99300
TQRMNOP109858;2025;1;43;S;17;1146;3;1;6;1;7;4;;;;;;;;126800
TQRMNOP109859;2025;1;40;S;7;1657;1;2;36;3;6;1;3;1;1;49;-9;33000;32991;45100
TQRMNOP109860;2025;1;40;N;23;1721;3;2;20;2;2;3;;;;;0;0;0;132900
TQRMNOP109861;2025;1;43;S;19;1319;2;1;63;1;1;1;3;3;2;25;838000;0;838000;182500
TQRMNOP109862;2025;1;1;S;33;1394;3;2;8;1;7;4;;;;;;;;131500
TQRMNOP109863;2025;1;40;N;23;1777;3;2;20;2;5;1;2;1;2;14;363000;0;363000;429600
TQRMNOP109864;2025;1;41;N;15;1086;2;1;37;2;4;1;3;1;1;36;570000;0;570000;37100
TQRMNOP109865;2025;1;40;N;23;999;1;2;30;2;4;3;;;;;0;0;0;176700
TQRMNOP109866;2025;1;43;N;34;1419;1;2;80;2;5;3;;;;;0;0;0;142300
TQRMNOP109867;2025;1;44;N;6;1564;1;2;37;2;4;1;3;1;1;43;1500000;0;1500000;242400
TQRMNOP109868;2025;1;42;N;27;1844;3;1;6;1;1;4;;;;;;;;139400
TQRMNOP109869;2025;1;44;N;14;453;1;2;36;2;5;3;;;;;0;0;0;177800
TQRMNOP109870;2025;1;41;N;15;666;1;1;79;2;1;3;;;;;0;0;0;167700
TQRMNOP109871;2025;1;43;S;30;962;9;1;12;1;2;3;;;;;0;66000;66000;132800
TQRMNOP109872;2025;1;43;S;36;1366;3;1;59;2;5;1;2;1;1;63;1630000;0;1630000;161200
TQRMNOP109873;2025;1;44;N;5;846;1;1;34;1;4;1;3;1;1;40;1303000;0;1303000;184900
TQRMNOP109874;2025;1;43;N;34;1459;1;2;92;2;3;1;3;3;2;17;335000;0;335000;351800
TQRMNOP109875;2025;1;42;S;10;788;1;1;40;2;3;1;2;2;1;62;908000;92000;1000000;119900
TQRMNOP109876;2025;1;44;N;4;1000;1;1;71;2;3;1;3;1;1;45;1688000;0;1688000;112200
TQRMNOP109877;2025;1;44;N;5;1106;1;2;38;2;6;1;3;1;1;50;760000;67000;827000;56300
TQRMNOP109878;2025;1;41;N;15;813;3;2;8;1;1;4;;;;;;;;71300
TQRMNOP109879;2025;1;40;S;7;1602;1;1;35;2;3;1;3;2;2;29;264000;0;264000;86500
TQRMNOP109880;2025;1;42;N;25;835;9;1;0;1;1;4;;;;;;;;102100
TQRMNOP109881;2025;1;40;N;9;1543;6;2;41;2;4;1;3;1;1;38;553000;0;553000;197100
TQRMNOP109882;2025;1;1;S;32;1712;5;1;9;1;2;4;;;;;;;;134500
TQRMNOP109883;2025;1;43;N;34;1539;1;1;31;2;2;1;2;2;2;64;714000;0;714000;160500
TQRMNOP109884;2025;1;40;N;22;1040;2;1;60;2;6;1;3;1;1;57;625000;0;625000;92400
TQRMNOP109885;2025;1;43;S;36;2219;1;2;36;2;2;3;;;;;0;118000;118000;79400
TQRMNOP109886;2025;1;44;N;4;824;1;2;37;2;4;1;3;1;1;18;1098000;99000;1197000;217100
TQRMNOP109887;2025;1;1;S;32;1100;1;2;20;2;3;1;3;1;1;26;789000;0;789000;82800
TQRMNOP109888;2025;1;40;N;23;1360;1;2;37;2;6;1;1;1;1;30;-9;0;0;49400
TQRMNOP109889;2025;1;40;N;23;1405;1;1;20;2;5;1;3;2;2;20;340000;0;340000;75900
TQRMNOP109890;2025;1;40;N;23;1274;1;2;70;2;6;3;;;;;0;0;0;132000
TQRMNOP109891;2025;1;41;N;12;674;1;2;39;2;4;3;;;;;0;0;0;75000
TQRMNOP109892;2025;1;44;N;14;569;2;1;57;2;3;1;2;1;1;19;982000;0;982000;293700
TQRMNOP109893;2025;1;40;N;22;1133;6;2;62;2;4;3;;;;;0;0;0;238900
TQRMNOP109894;2025;1;1;S;33;1265;9;1;32;2;4;1;2;3;2;35;677000;0;677000;324300
TQRMNOP109895;2025;1;1;S;32;1004;2;2;70;1;4;3;;;;;0;77000;77000;194900
TQRMNOP109896;2025;1;43;S;36;1219;3;1;27;1;5;1;3;1;2;53;576000;0;576000;599000
TQRMNOP109897;2025;1;1;S;33;1327;1;1;63;2;4;3;;;;;0;0;0;294700
TQRMNOP109898;2025;1;43;S;19;1854;3;1;17;1;3;3;;;;;0;0;0;94300
TQRMNOP109899;2025;1;43;N;29;648;1;2;59;2;5;1;1;1;1;17;577000;0;577000;134700
TQRMNOP109900;2025;1;1;S;32;1431;1;1;44;2;5;3;;;;;0;0;0;124300
TQRMNOP109901;2025;1;40;S;7;916;3;1;17;1;2;3;;;;;0;0;0;94100
TQRMNOP109902;2025;1;1;S;33;2140;1;1;91;2;3;3;;;;;0;0;0;136200
TQRMNOP109903;2025;1;43;S;36;489;9;2;47;2;6;1;1;1;1;44;930000;0;930000;132100
TQRMNOP109904;2025;1;41;N;15;856;3;2;43;2;1;1;2;2;2;16;170000;0;170000;254800
TQRMNOP109905;2025;1;44;N;93;1222;3;1;8;1;1;4;;;;;;;;65300
TQRMNOP109906;2025;1;42;S;10;962;3;1;29;2;4;1;3;1;1;58;1262000;0;1262000;101300
TQRMNOP109907;2025;1;1;S;32;1827;2;2;38;3;4;3;;;;;0;73000;73000;120900
TQRMNOP109908;2025;1;1;S;33;485;1;1;41;2;5;3;;;;;0;0;0;86900
TQRMNOP109909;2025;1;1;S;33;1206;3;2;17;1;3;3;;;;;0;0;0;174200
TQRMNOP109910;2025;1;41;S;8;964;1;2;67;2;2;3;;;;;0;0;0;63900
TQRMNOP109911;2025;1;43;N;26;2041;5;2;3;1;3;4;;;;;;;;156500
TQRMNOP109912;2025;1;42;S;10;680;1;2;68;2;4;3;;;;;0;0;0;123700
TQRMNOP109913;2025;1;43;S;36;1314;3;1;15;1;3;3;;;;;0;0;0;137900
TQRMNOP109914;2025;1;1;S;33;320;1;2;86;2;6;3;;;;;0;0;0;111900
TQRMNOP109915;2025;1;1;S;33;1465;2;1;34;2;3;1;3;1;2;28;428000;0;428000;218900
TQRMNOP109916;2025;1;42;N;25;1478;1;1;50;2;6;1;3;1;1;40;1827000;0;1827000;338600
TQRMNOP109917;2025;1;1;S;33;828;1;1;73;2;6;3;;;;;0;0;0;105200
TQRMNOP109918;2025;1;42;N;25;325;1;1;68;2;2;3;;;;;0;0;0;78900
TQRMNOP109919;2025;1;43;N;26;1155;1;1;57;2;4;1;2;1;1;58;1255000;0;1255000;108500
TQRMNOP109920;2025;1;43;N;38;1045;5;1;3;1;1;4;;;;;;;;272000
TQRMNOP109921;2025;1;43;N;34;1108;2;1;35;2;5;1;3;1;1;33;587000;0;587000;162300
TQRMNOP109922;2025;1;43;N;29;1100;2;2;33;2;6;3;;;;;0;0;0;163300
TQRMNOP109923;2025;1;41;S;8;1026;2;2;21;2;4;3;;;;;0;114000;114000;381300
TQRMNOP109924;2025;1;1;S;33;934;3;1;45;2;4;1;1;1;1;27;505000;0;505000;98800
TQRMNOP109925;2025;1;43;S;36;1664;1;2;83;3;2;3;;;;;0;0;0;160000
TQRMNOP109926;2025;1;40;N;22;1884;1;1;60;2;1;3;;;;;0;0;0;277500
TQRMNOP109927;2025;1;41;S;8;1228;1;2;36;2;4;3;;;;;0;0;0;110900
TQRMNOP109928;2025;1;40;N;9;1182;2;2;21;2;4;1;2;3;2;31;295000;0;295000;110300
TQRMNOP109929;2025;1;41;S;8;756;1;1;35;2;3;3;;;;;0;0;0;258900
TQRMNOP109930;2025;1;42;N;25;918;3;2;10;1;2;3;;;;;0;83000;83000;181700
TQRMNOP109931;2025;1;41;N;15;1706;1;2;37;2;4;3;;;;;0;0;0;312200
TQRMNOP109932;2025;1;40;N;23;1467;3;1;15;1;3;3;;;;;0;0;0;180800
TQRMNOP109933;2025;1;41;N;15;1395;1;1;58;2;3;1;3;1;1;32;311000;0;311000;173400
TQRMNOP109934;2025;1;40;S;7;1181;2;1;35;2;6;1;4;1;1;45;776000;0;776000;191000
TQRMNOP109935;2025;1;43;S;30;595;1;1;30;2;5;1;1;1;1;26;734000;0;734000;166500
TQRMNOP109936;2025;1;43;N;34;1206;3;2;25;1;4;2;;;;;0;0;0;101900
TQRMNOP109937;2025;1;1;S;33;2374;1;2;26;2;4;1;3;2;2;35;625000;0;625000;94900
TQRMNOP109938;2025;1;42;N;25;982;2;1;57;2;2;1;3;2;2;26;223000;0;223000;134000
TQRMNOP109939;2025;1;1;S;32;912;2;1;48;1;1;1;2;2;2;42;398000;0;398000;112900
TQRMNOP109940;2025;1;1;S;32;1342;3;2;9;1;1;4;;;;;;;;166000
TQRMNOP109941;2025;1;1;S;32;1079;1;2;30;2;5;1;3;1;1;15;741000;0;741000;91200
TQRMNOP109942;2025;1;40;N;9;1269;3;2;6;1;3;4;;;;;;;;154100
TQRMNOP109943;2025;1;1;S;32;1032;3;1;22;1;5;1;3;1;2;37;546000;0;546000;258900
TQRMNOP109944;2025;1;1;S;33;1530;1;1;62;2;4;3;;;;;0;0;0;225200
TQRMNOP109945;2025;1;1;S;33;1063;1;2;28;1;6;1;3;1;1;51;830000;0;830000;229400
TQRMNOP109946;2025;1;1;S;32;1276;3;1;8;1;1;4;;;;;;;;145700
TQRMNOP109947;2025;1;40;S;7;958;1;2;71;2;7;1;3;2;2;24;282000;0;282000;169400
TQRMNOP109948;2025;1;41;N;15;1198;1;1;57;2;4;1;3;1;1;34;520000;0;520000;212500
TQRMNOP109949;2025;1;43;S;19;1695;3;2;0;1;3;4;;;;;;;;347400
TQRMNOP109950;2025;1;43;S;30;713;1;2;93;2;6;3;;;;;0;0;0;180700
TQRMNOP109951;2025;1;44;N;6;547;1;2;68;2;4;1;2;1;2;24;540000;58000;598000;163600
TQRMNOP109952;2025;1;43;N;26;724;3;1;17;1;1;3;;;;;0;104000;104000;143600
TQRMNOP109953;2025;1;1;S;33;450;1;1;22;1;6;1;3;1;1;42;1127000;0;1127000;292600
TQRMNOP109954;2025;1;44;N;4;493;3;2;22;2;6;1;4;1;2;13;499000;0;499000;155900
TQRMNOP109955;2025;1;40;N;23;765;3;2;32;2;6;1;2;1;1;44;589000;0;589000;55200
TQRMNOP109956;2025;1;43;S;20;1087;3;1;1;1;1;4;;;;;;;;230200
TQRMNOP109957;2025;1;43;S;19;1404;3;1;6;1;3;4;;;;;;;;147900
TQRMNOP109958;2025;1;1;S;33;1673;3;1;20;1;5;2;;;;;0;0;0;49900
TQRMNOP109959;2025;1;41;N;12;1027;3;2;44;2;6;1;2;1;1;48;1011000;30000;1041000;102900
TQRMNOP109960;2025;1;43;S;17;1075;1;1;42;1;6;1;3;1;1;46;1245000;0;1245000;196200
TQRMNOP109961;2025;1;42;N;25;406;1;2;62;2;4;3;;;;;0;95000;95000;79700
TQRMNOP109962;2025;1;41;N;15;1260;2;2;55;2;5;1;3;1;1;42;555000;0;555000;152900
TQRMNOP109963;2025;1;1;S;32;1066;3;1;12;1;3;3;;;;;0;0;0;208400
TQRMNOP109964;2025;1;43;N;38;1084;2;1;31;2;6;3;;;;;0;0;0;46000
TQRMNOP109965;2025;1;1;S;32;672;1;2;45;2;4;1;3;1;1;999;434000;35000;469000;275900
TQRMNOP109966;2025;1;43;N;38;1550;3;2;9;1;1;4;;;;;;;;327200
TQRMNOP109967;2025;1;40;S;7;897;3;2;1;1;1;4;;;;;;;;377600
TQRMNOP109968;2025;1;1;S;33;1200;3;1;41;2;6;1;3;1;1;55;1138000;114000;1252000;150900
TQRMNOP109969;2025;1;44;N;2;965;1;1;42;2;6;3;;;;;0;0;0;207100
TQRMNOP109970;2025;1;43;S;17;924;3;2;6;1;2;4;;;;;;;;295600
TQRMNOP109971;2025;1;1;S;33;1010;1;2;35;2;6;3;;;;;0;0;0;99400
TQRMNOP109972;2025;1;1;S;33;1749;2;2;54;2;6;1;3;1;1;42;2227000;0;2227000;106000
TQRMNOP109973;2025;1;1;S;33;1930;1;1;51;2;4;1;3;1;1;46;936000;0;936000;94700
TQRMNOP109974;2025;1;1;S;33;1521;1;1;35;2;6;2;;;;;0;0;0;232900
TQRMNOP109975;2025;1;40;S;7;1955;1;2;38;2;4;1;2;1;1;43;-9;0;0;252300
TQRMNOP109976;2025;1;1;S;32;1519;6;2;36;2;1;1;3;2;1;21;401000;282000;683000;114200
TQRMNOP109977;2025;1;43;N;26;1239;5;2;6;1;1;4;;;;;;;;306900
TQRMNOP109978;2025;1;1;S;33;1899;1;2;26;1;5;1;3;2;2;22;608000;105000;713000;90500
TQRMNOP109979;2025;1;44;N;14;865;3;1;23;2;6;1;3;1;1;43;879000;0;879000;57600
TQRMNOP109980;2025;1;40;N;23;947;3;1;7;1;1;4;;;;;;;;194000
TQRMNOP109981;2025;1;40;N;22;1031;1;1;39;2;6;1;1;1;1;53;1009000;165000;1174000;151500
TQRMNOP109982;2025;1;44;S;13;791;1;1;52;3;3;1;3;2;2;17;412000;0;412000;94400
TQRMNOP109983;2025;1;43;N;26;949;1;2;46;2;3;1;3;1;1;30;456000;161000;617000;481000
TQRMNOP109984;2025;1;41;N;12;282;1;2;33;2;4;1;3;2;2;10;112000;0;112000;107600
TQRMNOP109985;2025;1;40;N;22;292;3;2;16;1;3;3;;;;;0;0;0;149300
TQRMNOP109986;2025;1;44;N;2;1638;1;1;73;2;5;3;;;;;0;0;0;130500
TQRMNOP109987;2025;1;40;S;7;1596;10;1;22;2;3;3;;;;;0;117000;117000;161800
TQRMNOP109988;2025;1;42;S;10;1502;1;1;26;2;4;1;2;2;2;30;537000;151000;688000;87700
TQRMNOP109989;2025;1;1;S;32;593;3;2;17;1;3;3;;;;;0;0;0;106600
TQRMNOP109990;2025;1;43;S;20;921;3;2;43;2;4;2;;;;;0;64000;64000;136500
TQRMNOP109991;2025;1;40;N;23;1300;1;2;52;2;3;1;3;1;2;12;146000;0;146000;104800
TQRMNOP109992;2025;1;43;S;36;826;3;2;32;2;4;3;;;;;0;0;0;205800
TQRMNOP109993;2025;1;1;S;32;1035;3;1;30;2;6;1;3;1;1;73;2181000;0;2181000;217000
TQRMNOP109994;2025;1;1;S;33;543;3;2;2;1;1;4;;;;;;;;195300
TQRMNOP109995;2025;1;1;S;32;1034;2;2;67;2;5;1;2;1;1;36;971000;0;971000;274600
TQRMNOP109996;2025;1;43;S;20;1000;1;2;64;2;6;3;;;;;0;0;0;147700
TQRMNOP109997;2025;1;42;S;10;1187;2;2;39;2;1;1;2;3;2;41;382000;0;382000;126400
TQRMNOP109998;2025;1;41;N;12;1623;2;2;36;1;3;1;3;1;2;72;512000;0;512000;181400
TQRMNOP109999;2025;1;1;S;32;934;1;1;53;2;1;1;3;3;2;34;529000;0;529000;116800
TQRMNOP110000;2025;1;43;S;20;1119;1;1;45;2;5;1;3;1;1;52;687000;0;687000;72300
TQRMNOP110001;2025;1;43;S;17;1709;3;2;11;1;2;3;;;;;0;0;0;127600
TQRMNOP110002;2025;1;41;N;12;580;6;1;83;2;2;3;;;;;0;93000;93000;115000
TQRMNOP110003;2025;1;43;N;26;1019;3;2;10;1;1;3;;;;;0;0;0;112600
TQRMNOP110004;2025;1;1;S;32;1098;1;2;40;2;4;1;2;1;1;30;814000;0;814000;184000
TQRMNOP110005;2025;1;43;S;20;1667;2;1;48;2;4;1;3;1;1;8;-9;0;0;261500
TQRMNOP110006;2025;1;43;S;19;1039;1;2;68;2;2;3;;;;;0;0;0;162900
TQRMNOP110007;2025;1;1;S;33;802;1;2;67;2;4;1;3;2;1;55;-9;42000;41991;206800
TQRMNOP110008;2025;1;41;N;12;1096;1;1;34;2;6;1;3;1;1;49;1913000;0;1913000;261700
TQRMNOP110009;2025;1;44;N;5;539;1;1;53;2;6;1;3;1;1;65;845000;0;845000;142100
TQRMNOP110010;2025;1;40;N;9;1165;3;1;2;1;3;4;;;;;;;;220100
TQRMNOP110011;2025;1;43;S;20;346;1;1;48;2;4;1;3;1;2;31;748000;0;748000;260900
TQRMNOP110012;2025;1;43;N;29;1111;1;2;54;2;5;1;3;1;1;19;-9;0;0;107900
TQRMNOP110013;2025;1;43;S;17;1714;3;2;17;1;3;3;;;;;0;0;0;119900
TQRMNOP110014;2025;1;44;N;4;1497;2;2;22;2;6;2;;;;;0;0;0;93500
TQRMNOP110015;2025;1;43;S;17;1358;3;1;12;1;1;3;;;;;0;0;0;255300
TQRMNOP110016;2025;1;43;S;17;392;2;1;56;2;6;1;3;1;1;44;1905000;0;1905000;332900
TQRMNOP110017;2025;1;42;N;25;908;3;1;0;1;1;4;;;;;;;;218900
TQRMNOP110018;2025;1;43;N;29;535;1;2;25;2;4;2;;;;;0;0;0;443000
TQRMNOP110019;2025;1;1;S;33;494;1;1;42;2;4;1;3;1;2;28;627000;0;627000;73900
TQRMNOP110020;2025;1;1;S;33;1100;1;1;52;2;1;1;3;3;2;15;428000;0;428000;196100
TQRMNOP110021;2025;1;1;S;33;1083;3;2;74;2;6;3;;;;;0;0;0;130900
TQRMNOP110022;2025;1;43;S;20;1961;3;1;13;1;1;3;;;;;0;0;0;132300
TQRMNOP110023;2025;1;1;S;32;853;2;1;68;2;6;3;;;;;0;0;0;122700
TQRMNOP110024;2025;1;44;N;6;2176;1;2;36;2;2;1;3;2;2;22;373000;0;373000;299900
TQRMNOP110025;2025;1;1;S;32;717;1;1;21;2;4;1;3;2;1;48;905000;0;905000;91700
TQRMNOP110026;2025;1;41;N;15;1190;3;1;2;1;1;4;;;;;;;;234800
TQRMNOP110027;2025;1;1;S;33;1268;3;2;26;1;3;2;;;;;0;0;0;131000
TQRMNOP110028;2025;1;1;S;32;932;1;2;40;2;4;3;;;;;0;0;0;132000
TQRMNOP110029;2025;1;1;S;33;1154;1;1;70;2;4;3;;;;;0;0;0;412300
TQRMNOP110030;2025;1;43;S;17;1377;3;1;42;2;4;1;3;1;1;60;2153000;0;2153000;279500
TQRMNOP110031;2025;1;1;S;33;2016;3;2;28;2;4;1;3;1;2;11;197000;0;197000;181400
TQRMNOP110032;2025;1;43;N;26;649;1;1;25;2;4;2;;;;;0;0;0;57700
TQRMNOP110033;2025;1;40;N;23;1053;3;2;19;1;3;2;;;;;0;0;0;91900
TQRMNOP110034;2025;1;40;S;7;1142;3;2;22;2;6;1;1;1;1;27;384000;0;384000;224300
TQRMNOP110035;2025;1;40;N;9;789;3;1;13;1;7;3;;;;;0;0;0;95600
TQRMNOP110036;2025;1;1;S;33;1454;1;2;35;2;4;1;1;1;1;33;317000;0;317000;269200
TQRMNOP110037;2025;1;41;N;12;1513;9;2;12;1;3;1;3;2;2;42;225000;0;225000;140600
TQRMNOP110038;2025;1;43;N;26;679;3;2;1;1;1;4;;;;;;;;128600
TQRMNOP110039;2025;1;42;S;10;1242;1;1;43;2;1;1;1;3;2;64;475000;0;475000;426400
TQRMNOP110040;2025;1;41;S;8;1485;3;1;16;1;2;3;;;;;0;0;0;137500
TQRMNOP110041;2025;1;42;N;27;908;1;2;49;2;3;1;3;1;1;37;640000;137000;777000;193900
TQRMNOP110042;2025;1;40;N;23;1101;3;2;9;1;1;4;;;;;;;;213900
TQRMNOP110043;2025;1;1;S;32;1610;1;1;36;2;1;1;2;2;2;45;478000;0;478000;91800
TQRMNOP110044;2025;1;42;N;25;926;1;2;30;2;1;2;;;;;0;0;0;235200
TQRMNOP110045;2025;1;1;S;32;955;1;2;69;2;4;3;;;;;0;0;0;182600
TQRMNOP110046;2025;1;43;S;17;1325;2;1;52;2;5;1;3;1;1;44;1880000;0;1880000;226000
TQRMNOP110047;2025;1;43;S;17;451;1;1;41;2;4;3;;;;;0;0;0;88900
TQRMNOP110048;2025;1;1;S;33;1786;5;2;16;1;3;1;3;3;2;32;169000;0;169000;52100
TQRMNOP110049;2025;1;1;S;32;680;1;1;46;1;3;1;3;2;2;51;686000;0;686000;204400
TQRMNOP110050;2025;1;43;S;19;1224;9;2;55;2;1;1;1;1;2;21;148000;0;148000;166500
TQRMNOP110051;2025;1;43;N;29;846;3;2;9;1;3;4;;;;;;;;251900
TQRMNOP110052;2025;1;44;N;93;823;3;1;2;1;1;4;;;;;;;;138500
TQRMNOP110053;2025;1;43;S;20;767;1;1;54;2;5;1;3;1;1;35;1805000;0;1805000;161500
TQRMNOP110054;2025;1;41;N;15;1046;2;2;48;2;3;1;3;3;2;30;216000;0;216000;138100
TQRMNOP110055;2025;1;40;N;23;1348;3;1;6;1;2;4;;;;;;;;116900
TQRMNOP110056;2025;1;1;S;32;90;1;2;46;2;6;1;1;1;1;41;1095000;0;1095000;149000
TQRMNOP110057;2025;1;1;S;32;346;2;1;45;2;6;1;3;1;1;47;1167000;26000;1193000;145800
TQRMNOP110058;2025;1;43;S;19;1688;1;2;23;2;3;3;;;;;0;106000;106000;315500
TQRMNOP110059;2025;1;44;S;13;1562;3;1;11;1;2;3;;;;;0;0;0;133000
TQRMNOP110060;2025;1;42;N;25;1201;1;1;30;2;5;3;;;;;0;73000;73000;225500
TQRMNOP110061;2025;1;40;N;9;1082;3;1;21;2;3;1;2;3;2;20;139000;0;139000;118200
TQRMNOP110062;2025;1;1;S;32;659;2;2;36;2;6;3;;;;;0;0;0;89600
TQRMNOP110063;2025;1;43;S;19;1268;10;1;23;2;6;1;2;1;1;71;1973000;0;1973000;104000
TQRMNOP110064;2025;1;1;S;32;209;2;1;61;2;3;3;;;;;0;0;0;106400
TQRMNOP110065;2025;1;1;S;32;217;1;1;43;2;2;1;2;2;2;35;693000;0;693000;98000
TQRMNOP110066;2025;1;1;S;33;1009;3;2;51;2;3;1;3;2;1;24;465000;0;465000;339900
TQRMNOP110067;2025;1;41;N;12;935;9;2;38;2;6;1;1;1;1;44;926000;0;926000;164400
TQRMNOP110068;2025;1;1;S;33;1351;1;2;68;2;6;1;3;1;1;50;1559000;0;1559000;98400
TQRMNOP110069;2025;1;1;S;32;1068;3;1;11;1;1;3;;;;;0;126000;126000;95600
TQRMNOP110070;2025;1;44;N;93;1373;3;2;10;1;1;3;;;;;0;0;0;191900
TQRMNOP110071;2025;1;43;N;26;1465;1;2;57;2;4;1;2;1;1;56;959000;0;959000;125300
TQRMNOP110072;2025;1;1;S;33;1203;6;2;65;2;4;3;;;;;0;49000;49000;326300
TQRMNOP110073;2025;1;43;S;20;1491;2;2;64;2;3;3;;;;;0;74000;74000;113400
TQRMNOP110074;2025;1;1;S;33;1248;3;2;8;1;1;4;;;;;;;;194100
TQRMNOP110075;2025;1;43;S;30;987;1;1;78;2;3;3;;;;;0;0;0;373900
TQRMNOP110076;2025;1;43;S;19;917;1;1;32;2;3;1;2;1;1;39;-9;0;0;181900
TQRMNOP110077;2025;1;1;S;32;1583;3;1;18;1;5;1;3;1;2;31;275000;0;275000;135800
TQRMNOP110078;2025;1;1;S;32;944;3;2;2;1;1;4;;;;;;;;107600
TQRMNOP110079;2025;1;40;N;9;1089;3;2;4;1;1;4;;;;;;;;134200
TQRMNOP110080;2025;1;40;N;9;512;1;2;63;2;3;3;;;;;0;0;0;121100
TQRMNOP110081;2025;1;43;S;17;709;2;1;35;2;3;3;;;;;0;33000;33000;164000
TQRMNOP110082;2025;1;41;S;8;505;6;2;50;2;2;1;2;3;2;17;287000;0;287000;155600
TQRMNOP110083;2025;1;40;N;22;1077;1;2;18;1;5;1;3;1;1;15;671000;0;671000;62900
TQRMNOP110084;2025;1;43;S;19;1147;1;2;39;2;4;1;1;1;1;28;-9;0;0;251500
TQRMNOP110085;2025;1;40;N;22;1619;3;1;11;1;7;3;;;;;0;0;0;192900
TQRMNOP110086;2025;1;41;N;15;1619;2;1;34;2;4;1;3;1;1;44;351000;0;351000;138400
TQRMNOP110087;2025;1;43;S;19;1619;3;1;15;1;3;3;;;;;0;44000;44000;321600
TQRMNOP110088;2025;1;40;S;7;1093;2;2;42;2;2;3;;;;;0;0;0;103100
TQRMNOP110089;2025;1;1;S;32;1398;3;1;17;1;2;3;;;;;0;0;0;92800
TQRMNOP110090;2025;1;42;S;10;192;3;1;29;2;5;1;3;2;2;42;472000;0;472000;146300
TQRMNOP110091;2025;1;41;S;8;677;1;2;64;2;1;3;;;;;0;0;0;138100
TQRMNOP110092;2025;1;40;N;9;1215;1;2;37;2;2;3;;;;;0;0;0;263000
TQRMNOP110093;2025;1;43;N;29;834;3;2;21;2;3;3;;;;;0;63000;63000;118600
TQRMNOP110094;2025;1;1;S;32;1128;1;1;71;1;2;3;;;;;0;0;0;210400
TQRMNOP110095;2025;1;1;S;32;1596;1;1;23;2;6;1;2;1;1;35;1089000;228000;1317000;55100
TQRMNOP110096;2025;1;40;N;9;659;2;2;50;2;6;1;3;2;1;43;1242000;0;1242000;198300
TQRMNOP110097;2025;1;43;N;26;1595;3;2;15;1;3;3;;;;;0;0;0;623100
TQRMNOP110098;2025;1;1;S;32;777;3;1;10;1;7;3;;;;;0;0;0;196100
TQRMNOP110099;2025;1;1;S;33;616;3;1;17;1;3;3;;;;;0;0;0;238200
TQRMNOP110100;2025;1;41;N;12;1059;1;1;68;2;1;3;;;;;0;0;0;53300
TQRMNOP110101;2025;1;1;S;32;491;6;2;53;2;4;1;3;1;1;54;937000;0;937000;75100
